age,job,marital,education,default,balance,housing,loan
41,services,married,secondary,no,279,yes,no
34,admin.,married,secondary,no,5272,yes,no
24,admin.,married,secondary,no,597,yes,no
46,retired,married,tertiary,no,1672,no,no
43,management,married,secondary,no,470,yes,no
31,services,married,secondary,no,926,yes,no
24,technician,married,secondary,no,469,no,yes
38,blue-collar,divorced,secondary,no,-92,no,yes
57,technician,married,tertiary,no,18363,yes,no
24,services,married,tertiary,no,504,yes,no
26,management,married,secondary,no,3602,no,no
33,services,married,secondary,no,286,no,no
22,admin.,single,primary,no,718,no,no
33,blue-collar,married,secondary,no,315,yes,no
21,services,married,secondary,no,391,no,no
35,admin.,married,secondary,no,13733,yes,no
28,admin.,married,secondary,no,1776,yes,no
36,services,divorced,tertiary,no,122,yes,no
37,admin.,single,secondary,no,276,yes,no
35,admin.,divorced,secondary,no,-109,no,no
29,admin.,single,unknown,no,168,no,no
24,services,married,secondary,no,3385,yes,no
43,technician,single,secondary,no,1639,no,yes
34,retired,married,secondary,no,1913,yes,no
25,technician,married,tertiary,no,334,yes,no
54,retired,married,secondary,no,2033,yes,yes
27,technician,single,secondary,yes,528,yes,no
30,blue-collar,married,secondary,no,289,yes,yes
52,technician,single,secondary,yes,410,yes,no
23,management,married,secondary,no,394,no,yes
53,blue-collar,divorced,secondary,no,100,no,yes
37,blue-collar,married,tertiary,no,-74,yes,yes
37,management,single,secondary,no,239,yes,no
28,blue-collar,divorced,secondary,no,505,no,no
37,retired,single,secondary,no,1552,no,no
41,blue-collar,married,tertiary,no,1200,no,no
47,services,married,secondary,no,13312,yes,yes
34,management,divorced,primary,no,2167,no,no
66,management,single,tertiary,no,4684,no,no
37,blue-collar,married,tertiary,yes,223,no,no
38,blue-collar,married,tertiary,no,4377,yes,yes
37,blue-collar,married,tertiary,no,724,yes,no
47,management,divorced,tertiary,no,5164,no,no
29,blue-collar,married,secondary,no,465,yes,no
41,blue-collar,married,unknown,no,2674,no,yes
27,blue-collar,married,secondary,no,222,yes,no
27,housemaid,married,tertiary,no,25646,no,no
22,management,single,secondary,no,2236,yes,no
57,services,divorced,tertiary,no,1277,yes,yes
43,technician,married,tertiary,no,309,no,yes
24,self-employed,divorced,tertiary,no,513,yes,no
40,admin.,single,secondary,no,26593,yes,no
32,admin.,married,tertiary,no,86,no,no
62,retired,single,secondary,no,536,no,no
40,admin.,married,tertiary,no,2217,yes,yes
58,admin.,married,primary,no,733,yes,no
31,technician,married,tertiary,no,11772,no,no
43,blue-collar,married,secondary,no,1082,yes,no
42,services,divorced,secondary,no,516,yes,no
21,admin.,married,primary,no,1491,no,no
28,retired,single,secondary,no,3368,yes,no
52,unemployed,married,secondary,no,375,no,no
34,technician,married,secondary,no,3107,no,no
33,admin.,married,secondary,no,7062,no,yes
26,management,married,secondary,no,354,yes,no
48,admin.,married,secondary,no,67,no,no
39,admin.,divorced,tertiary,no,291,no,no
22,management,divorced,primary,no,2085,no,no
21,blue-collar,married,tertiary,no,1900,yes,no
29,admin.,single,primary,no,161,yes,yes
33,management,married,secondary,yes,965,no,yes
33,technician,divorced,tertiary,no,1764,no,no
21,services,married,secondary,no,2434,no,no
27,blue-collar,married,secondary,no,992,yes,no
26,technician,married,secondary,no,777,yes,no
40,blue-collar,married,secondary,no,1503,yes,yes
37,management,married,tertiary,no,2740,yes,no
45,management,married,tertiary,no,1438,yes,yes
30,technician,married,secondary,no,1050,yes,yes
24,technician,divorced,secondary,no,444,no,yes
26,admin.,married,secondary,no,609,no,yes
40,technician,married,secondary,yes,557,yes,yes
50,admin.,married,secondary,no,1921,yes,no
52,entrepreneur,married,secondary,no,399,yes,yes
38,housemaid,married,tertiary,no,404,yes,no
34,technician,divorced,secondary,no,2019,yes,no
24,management,married,secondary,no,1692,no,no
34,services,married,primary,no,-634,yes,no
50,admin.,married,tertiary,no,2544,yes,no
40,technician,single,secondary,no,4248,no,no
24,technician,married,secondary,no,1642,no,no
29,services,married,primary,no,345,yes,no
29,retired,single,secondary,no,-1072,yes,yes
30,technician,single,secondary,no,1124,yes,no
36,blue-collar,married,secondary,yes,4184,yes,no
33,services,married,secondary,no,392,yes,yes
51,services,married,tertiary,no,149,no,no
30,management,divorced,secondary,no,3824,no,no
25,management,married,tertiary,yes,361,yes,no
34,management,divorced,tertiary,no,1954,no,no
26,unknown,married,secondary,no,625,yes,no
50,blue-collar,married,secondary,no,57,no,no
49,self-employed,single,primary,no,5077,no,no
55,technician,married,tertiary,no,334,no,yes
34,technician,divorced,secondary,no,1512,yes,no
22,management,single,unknown,no,442,no,no
56,technician,married,tertiary,no,7,no,yes
32,technician,married,secondary,yes,408,no,no
20,blue-collar,married,secondary,no,4130,yes,no
35,admin.,single,tertiary,no,2758,no,no
30,management,married,tertiary,no,-546,yes,no
49,admin.,married,tertiary,no,499,yes,no
49,technician,divorced,tertiary,no,-315,yes,yes
43,blue-collar,married,tertiary,no,1718,no,no
23,retired,married,tertiary,no,985,yes,no
45,management,married,tertiary,no,-72,yes,no
41,retired,single,tertiary,no,1315,yes,no
34,blue-collar,married,secondary,no,1630,no,no
46,technician,married,secondary,yes,317,yes,no
50,technician,married,secondary,no,482,no,no
28,admin.,married,secondary,no,-65,no,no
50,management,married,secondary,no,484,no,yes
47,retired,married,primary,no,295,no,yes
25,technician,divorced,secondary,no,1426,no,no
38,admin.,single,primary,no,-52,yes,no
34,blue-collar,married,tertiary,no,603,yes,no
48,management,married,tertiary,no,2236,yes,no
39,admin.,married,primary,no,-859,yes,no
34,blue-collar,married,secondary,no,1256,no,no
35,management,divorced,tertiary,no,167,no,yes
22,technician,single,secondary,no,582,yes,no
50,management,married,tertiary,no,49,no,yes
47,technician,married,secondary,no,2266,yes,yes
37,technician,single,secondary,no,481,yes,no
41,management,married,secondary,no,1150,yes,no
30,admin.,married,secondary,no,651,no,yes
36,admin.,married,secondary,no,399,no,yes
61,student,married,secondary,no,834,yes,no
75,services,single,secondary,no,635,yes,no
62,admin.,married,secondary,no,3989,yes,no
48,management,married,tertiary,no,1746,yes,no
42,services,married,tertiary,no,678,yes,no
28,technician,married,secondary,no,628,yes,yes
26,management,divorced,secondary,no,1297,no,yes
50,services,married,secondary,no,397,yes,no
49,management,single,secondary,no,27292,yes,no
36,management,married,secondary,no,351,yes,no
53,blue-collar,divorced,secondary,no,1645,no,no
48,admin.,married,primary,no,2159,yes,yes
35,management,married,secondary,no,348,no,no
37,housemaid,married,tertiary,no,381,yes,no
31,technician,married,tertiary,no,547,no,yes
32,housemaid,married,secondary,no,-24,no,no
22,management,married,unknown,no,1400,yes,yes
43,management,married,tertiary,no,557,no,no
40,services,married,unknown,no,3453,no,no
26,technician,divorced,secondary,no,1029,no,no
39,admin.,married,tertiary,no,1947,yes,no
54,blue-collar,single,unknown,no,711,yes,yes
48,technician,married,secondary,no,2051,no,no
49,technician,married,primary,no,84,no,yes
29,blue-collar,married,secondary,no,551,yes,no
37,blue-collar,married,unknown,no,347,no,no
48,services,married,tertiary,no,2111,yes,no
30,blue-collar,single,secondary,no,340,yes,no
29,blue-collar,married,secondary,yes,3536,yes,no
46,student,married,secondary,no,424,no,no
20,blue-collar,married,tertiary,no,1317,yes,no
41,blue-collar,divorced,secondary,no,10391,no,no
36,technician,divorced,secondary,no,3682,yes,no
24,services,single,unknown,no,3768,yes,no
39,retired,married,secondary,no,1765,yes,no
29,blue-collar,married,primary,no,474,yes,no
25,technician,married,secondary,no,1106,yes,no
29,management,married,unknown,no,-312,yes,no
30,blue-collar,married,tertiary,no,1591,no,no
32,blue-collar,single,secondary,no,445,yes,no
35,technician,married,tertiary,no,-268,no,no
20,services,married,tertiary,no,183,yes,yes
26,technician,divorced,tertiary,no,512,yes,yes
42,blue-collar,divorced,tertiary,no,371,yes,no
22,technician,single,tertiary,no,1172,no,no
25,admin.,married,secondary,no,424,no,no
45,blue-collar,divorced,secondary,no,232,yes,no
30,technician,married,secondary,no,104,yes,yes
25,admin.,divorced,secondary,no,1692,yes,no
59,blue-collar,married,tertiary,no,404,no,no
23,blue-collar,married,secondary,no,762,yes,yes
23,blue-collar,married,secondary,no,1496,yes,no
44,management,single,unknown,no,-210,no,no
55,admin.,single,secondary,no,14711,yes,yes
35,management,married,primary,no,5816,yes,no
50,management,divorced,secondary,no,603,no,no
38,technician,single,tertiary,no,798,yes,no
21,management,single,primary,no,1354,no,no
37,blue-collar,married,secondary,no,5269,yes,no
25,admin.,married,unknown,no,85,no,no
36,services,married,primary,no,979,no,no
36,blue-collar,single,tertiary,no,2368,no,no
35,technician,single,secondary,no,1323,no,no
27,management,married,secondary,no,1,no,no
27,technician,married,secondary,no,1425,no,no
34,blue-collar,married,tertiary,no,3453,yes,no
50,blue-collar,married,tertiary,no,-19,no,no
28,services,single,secondary,no,218,yes,no
29,management,single,secondary,no,349,yes,no
39,admin.,single,secondary,no,765,no,no
35,management,divorced,secondary,no,4067,no,no
21,management,married,tertiary,no,401,no,no
55,self-employed,married,primary,no,22156,no,no
24,technician,married,secondary,no,168,yes,no
51,management,married,tertiary,no,1941,yes,no
36,management,married,secondary,no,396,yes,no
46,management,single,secondary,no,545,yes,no
27,student,single,secondary,no,2115,yes,no
27,blue-collar,married,secondary,no,-237,yes,yes
30,technician,married,tertiary,no,1545,no,no
37,housemaid,married,secondary,no,485,yes,no
61,management,married,secondary,no,2862,yes,no
27,admin.,single,primary,no,1373,yes,no
26,services,married,primary,no,365,yes,no
31,admin.,divorced,primary,no,1585,no,yes
53,management,single,secondary,no,940,yes,yes
59,admin.,married,secondary,no,-71,no,no
34,retired,married,tertiary,no,721,yes,no
55,blue-collar,married,tertiary,no,751,no,no
36,admin.,divorced,secondary,no,748,no,no
29,blue-collar,married,tertiary,no,6772,yes,no
47,blue-collar,married,tertiary,no,1144,yes,yes
59,blue-collar,married,secondary,no,452,no,no
35,management,married,tertiary,no,374,yes,no
56,technician,married,tertiary,no,251,yes,yes
38,technician,divorced,secondary,yes,155,yes,no
30,admin.,married,secondary,no,4330,yes,no
21,blue-collar,divorced,primary,no,1477,no,no
26,entrepreneur,single,secondary,no,4488,no,no
43,admin.,married,tertiary,no,715,no,yes
52,entrepreneur,married,primary,no,554,yes,no
35,technician,married,tertiary,no,2151,no,no
34,admin.,married,tertiary,no,355,no,no
34,blue-collar,married,tertiary,no,1013,no,no
57,services,single,primary,no,152,yes,no
38,retired,single,secondary,no,-68,yes,no
36,blue-collar,divorced,primary,no,309,yes,no
24,blue-collar,divorced,secondary,no,491,yes,no
53,admin.,single,secondary,no,762,yes,no
55,blue-collar,married,secondary,no,1928,no,no
37,blue-collar,married,secondary,no,691,yes,no
50,technician,married,secondary,no,584,yes,no
46,admin.,single,tertiary,no,1211,no,yes
27,management,single,secondary,no,752,yes,no
38,technician,divorced,secondary,no,744,no,no
38,technician,divorced,secondary,no,2368,no,no
50,admin.,single,secondary,no,434,no,yes
28,blue-collar,divorced,tertiary,no,2676,yes,yes
23,technician,married,secondary,yes,58,yes,no
36,housemaid,divorced,tertiary,no,1125,no,no
53,technician,married,secondary,no,1713,yes,no
25,admin.,single,tertiary,no,505,no,no
39,blue-collar,married,primary,no,199,yes,no
34,technician,married,secondary,no,121,no,no
37,blue-collar,married,secondary,no,1386,yes,no
48,blue-collar,married,secondary,no,620,no,no
32,blue-collar,married,secondary,no,261,no,no
28,services,married,secondary,no,1143,yes,no
40,student,married,secondary,no,2852,yes,yes
32,technician,married,secondary,no,25,yes,no
25,services,single,unknown,no,2474,no,no
36,retired,divorced,secondary,no,1829,no,no
55,services,married,secondary,no,239,yes,yes
59,blue-collar,married,secondary,no,123,yes,no
40,entrepreneur,single,secondary,no,4463,yes,no
48,management,married,tertiary,no,113,yes,no
51,blue-collar,married,secondary,no,53,yes,no
46,blue-collar,married,tertiary,no,1230,no,no
33,management,married,secondary,no,346,no,no
44,admin.,married,tertiary,no,1294,yes,no
39,management,married,secondary,no,12018,no,yes
57,services,single,tertiary,no,631,yes,yes
53,technician,single,secondary,no,130,no,no
25,blue-collar,married,tertiary,no,8746,yes,no
36,admin.,married,secondary,no,1287,no,no
32,admin.,single,tertiary,no,26810,yes,no
50,unknown,single,tertiary,no,-423,yes,no
28,blue-collar,divorced,tertiary,no,496,yes,yes
31,admin.,married,secondary,no,398,no,yes
45,entrepreneur,divorced,unknown,no,1773,no,no
48,management,divorced,secondary,no,578,yes,no
33,admin.,married,secondary,no,4355,yes,no
38,management,married,secondary,no,3863,yes,no
39,student,divorced,tertiary,no,296,no,no
41,blue-collar,divorced,tertiary,no,7490,no,no
27,blue-collar,married,secondary,no,2696,yes,yes
26,retired,divorced,secondary,no,633,no,no
35,blue-collar,married,primary,no,643,no,no
33,blue-collar,married,secondary,no,551,no,no
26,blue-collar,married,tertiary,no,511,no,yes
38,services,married,secondary,no,11771,no,no
44,retired,married,tertiary,no,1775,no,no
29,technician,married,secondary,no,336,no,yes
34,services,divorced,secondary,no,2074,yes,no
39,technician,single,secondary,no,682,yes,yes
55,student,single,tertiary,no,375,yes,no
40,blue-collar,married,secondary,no,2009,no,no
35,blue-collar,divorced,secondary,no,2503,no,no
55,management,single,tertiary,no,393,no,no
37,services,married,secondary,no,590,no,yes
22,management,married,secondary,no,502,yes,no
47,admin.,married,secondary,no,207,yes,no
47,technician,divorced,tertiary,no,213,no,no
25,technician,married,secondary,no,7557,yes,no
23,blue-collar,married,tertiary,no,2520,yes,no
38,technician,married,secondary,no,2029,no,no
49,technician,single,tertiary,no,628,no,no
63,admin.,married,tertiary,no,361,yes,no
51,management,married,tertiary,no,466,yes,yes
29,admin.,married,secondary,no,1633,no,no
44,management,married,secondary,no,1038,yes,no
41,blue-collar,single,tertiary,yes,349,yes,no
47,admin.,single,primary,no,-129,yes,no
30,management,married,tertiary,no,5642,no,no
24,student,married,tertiary,yes,567,yes,no
21,blue-collar,married,primary,no,939,yes,no
53,management,single,secondary,yes,5805,yes,no
30,technician,divorced,tertiary,no,515,yes,no
31,technician,married,tertiary,no,-315,yes,no
22,technician,married,tertiary,no,359,yes,no
22,technician,divorced,primary,no,33,no,no
36,retired,married,tertiary,no,473,no,no
37,services,divorced,unknown,no,607,yes,yes
36,admin.,single,tertiary,no,1002,no,no
27,management,married,tertiary,no,247,yes,no
30,admin.,divorced,secondary,no,2324,yes,no
30,blue-collar,single,tertiary,no,-38,yes,yes
37,blue-collar,single,tertiary,no,129,no,no
38,self-employed,divorced,unknown,no,417,yes,yes
54,services,married,unknown,no,699,no,no
34,management,single,primary,no,6617,no,no
47,technician,married,secondary,no,161,yes,no
33,management,married,secondary,no,102,no,yes
33,blue-collar,married,tertiary,no,3495,no,yes
46,retired,married,primary,no,577,no,no
41,admin.,single,secondary,no,427,no,no
34,technician,married,secondary,yes,-154,yes,yes
32,technician,married,secondary,no,584,no,no
38,management,single,tertiary,no,606,yes,no
52,technician,married,tertiary,no,1406,yes,no
25,technician,married,secondary,no,29,yes,no
30,management,married,secondary,no,217,yes,yes
28,admin.,divorced,tertiary,yes,783,yes,no
21,technician,married,secondary,no,7649,yes,yes
28,technician,single,secondary,no,498,yes,no
35,entrepreneur,married,secondary,yes,3595,yes,yes
32,management,divorced,tertiary,no,-169,yes,no
54,management,divorced,secondary,no,667,yes,no
33,management,married,secondary,no,1078,yes,no
21,admin.,married,secondary,no,348,yes,no
46,housemaid,married,tertiary,no,8587,no,no
27,admin.,married,secondary,no,1449,no,no
46,management,divorced,tertiary,no,998,yes,no
23,admin.,divorced,secondary,no,377,yes,no
31,technician,married,secondary,no,2260,no,yes
32,management,married,tertiary,no,317,yes,no
27,technician,married,secondary,no,6,no,no
56,management,married,tertiary,no,1472,yes,no
32,technician,married,secondary,no,202,yes,no
29,blue-collar,single,tertiary,no,37,no,no
23,technician,married,unknown,no,257,yes,yes
30,self-employed,divorced,secondary,no,3757,no,no
29,blue-collar,divorced,secondary,no,723,no,no
33,technician,married,unknown,no,10517,yes,no
23,blue-collar,single,tertiary,no,12644,no,no
25,entrepreneur,single,secondary,no,141,no,no
39,blue-collar,married,tertiary,no,-185,yes,no
29,services,married,secondary,no,167,no,no
28,technician,married,tertiary,no,29,no,yes
26,management,married,tertiary,no,615,yes,no
28,management,married,secondary,yes,251,no,no
41,management,married,primary,no,-88,no,no
36,management,divorced,secondary,no,299,yes,no
29,management,married,tertiary,no,404,yes,no
29,management,divorced,unknown,no,517,yes,yes
31,management,married,secondary,yes,722,no,no
21,housemaid,single,unknown,no,205,yes,no
47,blue-collar,single,secondary,no,4406,no,no
58,blue-collar,single,secondary,no,2196,yes,no
41,technician,single,tertiary,no,331,yes,no
34,retired,married,primary,no,6743,yes,no
41,admin.,married,tertiary,no,227,no,no
26,services,divorced,tertiary,no,1274,no,no
26,blue-collar,divorced,primary,no,18,yes,no
22,retired,divorced,secondary,no,354,no,no
26,blue-collar,divorced,secondary,no,13676,yes,no
47,blue-collar,married,tertiary,no,1247,yes,no
31,blue-collar,married,secondary,no,1232,yes,no
32,unemployed,married,unknown,no,762,yes,no
36,management,divorced,secondary,no,25478,yes,no
28,unemployed,married,secondary,no,-954,no,no
26,technician,married,primary,no,740,no,no
35,blue-collar,married,tertiary,no,643,yes,no
26,blue-collar,single,secondary,no,-221,yes,no
35,management,divorced,secondary,no,379,no,no
35,admin.,single,tertiary,no,3840,no,no
50,technician,single,secondary,no,1943,yes,no
26,blue-collar,single,primary,no,-766,no,no
38,blue-collar,married,secondary,no,1666,yes,no
27,admin.,single,secondary,no,746,yes,no
21,management,married,primary,no,406,yes,no
22,admin.,married,unknown,no,392,yes,no
50,blue-collar,married,tertiary,no,46,yes,no
61,blue-collar,married,secondary,no,1582,no,yes
22,technician,single,tertiary,no,448,yes,yes
48,technician,married,secondary,no,629,yes,no
33,admin.,single,secondary,no,204,yes,yes
26,technician,married,secondary,no,293,no,no
46,entrepreneur,single,secondary,no,47,no,no
27,blue-collar,single,secondary,no,956,no,no
47,management,single,tertiary,no,1052,yes,no
35,blue-collar,married,secondary,no,287,yes,no
42,technician,married,primary,no,465,no,no
29,blue-collar,married,secondary,no,2235,yes,yes
44,blue-collar,married,secondary,no,1554,no,no
52,technician,single,secondary,no,970,yes,no
32,admin.,married,tertiary,no,166,no,no
30,retired,married,tertiary,no,1790,no,no
29,admin.,single,secondary,no,8504,no,yes
25,management,married,secondary,no,-238,no,no
34,admin.,married,secondary,no,542,no,no
29,blue-collar,married,primary,no,-21,yes,no
49,technician,married,secondary,no,-135,yes,no
46,blue-collar,married,primary,no,1007,yes,no
29,admin.,married,primary,no,-266,no,no
43,services,married,tertiary,no,1853,no,no
31,blue-collar,married,tertiary,no,471,no,no
35,blue-collar,married,tertiary,yes,459,yes,yes
34,admin.,married,tertiary,no,608,no,no
25,blue-collar,divorced,secondary,yes,467,no,no
52,management,divorced,primary,no,10547,yes,no
53,blue-collar,married,secondary,no,8347,no,no
34,admin.,married,unknown,no,273,no,no
24,blue-collar,single,primary,no,-120,no,no
35,technician,married,secondary,no,3437,no,no
58,management,married,tertiary,no,1007,yes,no
48,blue-collar,married,tertiary,no,956,no,no
35,admin.,divorced,secondary,no,648,no,no
52,technician,single,secondary,no,1421,no,no
33,management,divorced,secondary,no,404,yes,no
29,blue-collar,married,secondary,no,638,yes,no
23,admin.,single,tertiary,no,2732,yes,no
51,services,married,tertiary,no,330,no,no
35,management,married,primary,no,2951,yes,yes
38,management,divorced,unknown,no,1370,no,no
23,blue-collar,divorced,tertiary,no,6578,no,no
44,blue-collar,married,primary,no,447,yes,no
33,technician,divorced,tertiary,no,1182,yes,no
50,services,single,tertiary,no,11530,no,yes
36,management,married,tertiary,no,1596,yes,yes
57,technician,married,tertiary,no,4087,yes,yes
36,management,married,tertiary,no,713,no,yes
55,admin.,single,secondary,no,69,yes,no
35,blue-collar,single,secondary,no,3927,no,yes
46,technician,single,tertiary,no,3485,yes,no
37,technician,divorced,tertiary,no,1229,yes,yes
19,technician,divorced,secondary,no,2310,no,no
45,blue-collar,married,primary,no,45,yes,no
44,services,single,tertiary,no,1238,yes,no
25,management,married,secondary,no,3683,no,yes
32,blue-collar,married,unknown,no,1579,yes,yes
24,blue-collar,married,secondary,yes,11005,no,no
24,blue-collar,married,tertiary,no,6610,yes,no
23,management,divorced,tertiary,no,1644,no,no
32,unemployed,married,secondary,no,492,no,no
38,blue-collar,married,secondary,no,4888,no,no
47,technician,married,secondary,no,3480,yes,yes
25,blue-collar,married,secondary,no,-9,no,yes
32,blue-collar,divorced,primary,no,-8,no,no
47,technician,single,tertiary,no,-220,no,no
32,student,married,tertiary,no,181,yes,no
46,services,married,secondary,no,478,yes,no
31,blue-collar,married,secondary,no,2194,yes,no
29,blue-collar,single,secondary,no,528,no,no
50,technician,divorced,secondary,no,1265,yes,no
54,technician,married,secondary,no,1345,no,no
52,management,married,tertiary,no,4821,no,no
30,retired,single,secondary,no,1533,no,no
35,technician,married,tertiary,no,286,no,no
33,blue-collar,married,secondary,no,4596,no,no
35,management,divorced,tertiary,no,663,yes,no
28,blue-collar,married,tertiary,no,399,yes,no
50,technician,married,secondary,yes,4306,yes,no
37,retired,married,tertiary,no,572,yes,no
38,technician,married,secondary,no,611,no,yes
22,admin.,married,secondary,no,1638,no,no
24,management,married,tertiary,no,936,yes,no
33,technician,married,tertiary,no,85,yes,no
49,management,married,secondary,no,590,yes,no
36,services,single,secondary,no,506,yes,yes
30,admin.,married,tertiary,no,234,yes,yes
24,retired,married,tertiary,no,490,yes,yes
55,management,single,secondary,no,698,no,no
30,management,divorced,tertiary,no,563,no,no
41,admin.,divorced,secondary,no,821,no,no
39,admin.,single,secondary,no,992,no,no
30,blue-collar,married,secondary,no,3594,no,no
28,management,married,tertiary,no,3898,yes,no
26,services,divorced,secondary,no,462,yes,yes
41,blue-collar,single,tertiary,no,650,yes,no
55,technician,married,secondary,no,1713,yes,no
49,housemaid,divorced,secondary,no,1203,no,no
24,blue-collar,divorced,secondary,no,137,no,no
41,blue-collar,married,secondary,no,1648,yes,yes
22,technician,single,tertiary,no,415,yes,no
37,retired,married,secondary,no,2269,no,yes
35,blue-collar,married,tertiary,no,275,no,no
34,admin.,married,secondary,no,2240,no,no
50,blue-collar,married,secondary,no,16102,yes,no
25,technician,divorced,secondary,no,2202,no,no
57,blue-collar,married,primary,yes,1634,yes,yes
43,management,single,tertiary,no,1652,yes,no
29,blue-collar,divorced,secondary,no,411,yes,no
51,management,married,unknown,no,304,yes,no
49,services,divorced,tertiary,no,267,yes,no
26,technician,married,tertiary,no,1849,yes,no
35,technician,married,secondary,no,142,no,no
33,management,married,tertiary,no,95,yes,no
35,blue-collar,married,tertiary,no,-84,yes,no
29,blue-collar,married,secondary,no,1013,yes,no
24,technician,married,secondary,no,607,yes,no
36,retired,married,secondary,no,850,yes,no
20,technician,married,tertiary,no,2705,yes,no
22,blue-collar,single,secondary,no,2464,yes,no
38,services,married,secondary,no,1233,yes,no
34,entrepreneur,married,secondary,no,1839,yes,no
30,self-employed,single,secondary,no,-125,yes,no
55,blue-collar,single,tertiary,no,78,yes,no
35,blue-collar,single,tertiary,no,259,yes,yes
45,technician,married,secondary,no,1311,no,no
24,admin.,divorced,secondary,no,1817,no,yes
48,admin.,divorced,secondary,no,1168,yes,no
41,technician,married,secondary,no,518,no,no
30,blue-collar,married,secondary,no,498,yes,no
24,self-employed,married,tertiary,no,650,yes,yes
53,blue-collar,divorced,secondary,no,1688,yes,no
32,blue-collar,single,tertiary,no,692,yes,yes
29,management,married,secondary,no,501,yes,no
42,admin.,married,unknown,no,310,yes,no
46,technician,married,unknown,no,-210,no,no
38,services,married,secondary,no,350,yes,no
41,management,single,tertiary,no,1312,no,no
50,technician,divorced,secondary,no,1466,no,no
31,technician,single,primary,no,-49,yes,no
41,services,married,primary,no,1109,no,no
45,technician,married,secondary,no,1095,yes,yes
48,management,single,primary,no,143,yes,no
27,technician,single,secondary,no,2078,yes,yes
30,unemployed,single,secondary,no,592,yes,no
32,blue-collar,married,tertiary,no,556,no,yes
34,admin.,married,secondary,no,6916,no,no
25,blue-collar,divorced,secondary,no,418,no,yes
40,services,married,secondary,no,252,no,yes
39,blue-collar,married,secondary,no,1182,yes,yes
32,management,divorced,secondary,no,646,no,no
33,management,divorced,tertiary,no,317,no,no
40,entrepreneur,married,unknown,yes,6,no,no
45,admin.,single,secondary,no,51,yes,no
51,retired,married,tertiary,no,2138,no,no
23,technician,divorced,tertiary,no,-169,no,no
33,self-employed,divorced,tertiary,no,4987,yes,no
57,management,married,secondary,no,1738,no,no
34,retired,single,secondary,no,225,no,yes
30,self-employed,married,tertiary,yes,365,yes,yes
29,admin.,married,tertiary,no,1429,yes,no
52,technician,married,tertiary,no,49,yes,no
24,blue-collar,married,secondary,no,4029,no,no
24,services,married,secondary,no,3759,yes,no
46,admin.,single,tertiary,no,3612,no,yes
47,management,married,secondary,no,21104,yes,no
38,unemployed,divorced,tertiary,no,25,yes,no
32,technician,married,secondary,no,1824,no,no
33,management,married,secondary,no,363,yes,yes
30,management,divorced,secondary,no,682,no,yes
31,technician,married,tertiary,no,1816,yes,no
20,blue-collar,married,tertiary,no,4756,yes,no
49,management,divorced,tertiary,no,402,yes,no
42,management,married,tertiary,no,1870,yes,no
35,services,divorced,tertiary,no,645,no,yes
41,admin.,single,tertiary,no,1513,yes,no
32,technician,married,primary,no,4124,yes,no
25,management,married,secondary,no,610,no,no
32,admin.,single,tertiary,no,676,no,no
33,technician,married,secondary,no,2317,no,no
26,admin.,divorced,tertiary,no,-73,yes,no
36,unemployed,married,secondary,no,691,yes,no
34,management,married,tertiary,no,260,no,no
37,blue-collar,married,primary,no,71,no,no
26,blue-collar,married,unknown,no,367,yes,no
25,services,divorced,secondary,no,401,no,yes
34,services,married,secondary,no,650,no,yes
38,technician,single,secondary,no,462,yes,no
46,services,single,secondary,no,1662,no,no
47,blue-collar,divorced,primary,no,391,yes,no
51,services,married,secondary,no,1538,no,no
51,blue-collar,single,tertiary,no,629,no,no
47,management,divorced,tertiary,no,390,yes,yes
32,technician,married,primary,no,4397,no,yes
42,blue-collar,married,tertiary,no,264,yes,no
51,blue-collar,married,tertiary,no,382,no,no
41,management,married,secondary,no,25162,no,no
53,blue-collar,single,secondary,no,-95,yes,no
27,technician,married,secondary,no,5545,no,no
54,admin.,single,tertiary,no,-3,no,yes
39,blue-collar,married,tertiary,no,207,yes,no
30,admin.,married,secondary,yes,510,yes,no
37,blue-collar,divorced,primary,no,3441,yes,no
52,technician,married,tertiary,no,10,yes,no
34,technician,married,tertiary,no,1758,no,no
29,admin.,married,secondary,no,1744,no,no
47,blue-collar,married,secondary,no,546,no,yes
34,blue-collar,married,secondary,no,5424,yes,no
37,admin.,divorced,tertiary,no,429,no,no
29,blue-collar,divorced,secondary,no,1885,yes,no
45,admin.,married,secondary,no,2126,yes,no
42,services,married,tertiary,no,-11,yes,no
28,technician,married,secondary,no,1563,no,no
23,services,married,secondary,no,149,yes,no
47,technician,married,secondary,no,427,no,yes
27,services,married,secondary,no,1318,yes,no
32,technician,married,secondary,no,287,yes,no
26,admin.,married,primary,no,3362,yes,no
45,technician,married,secondary,no,362,no,no
28,management,married,tertiary,no,-107,yes,no
32,management,married,secondary,no,134,no,no
45,blue-collar,divorced,primary,no,428,yes,no
54,blue-collar,married,secondary,no,123,no,no
20,admin.,married,primary,no,2143,no,yes
43,blue-collar,single,tertiary,no,174,no,no
57,housemaid,married,tertiary,no,218,yes,no
29,management,divorced,secondary,no,147,yes,no
32,unemployed,married,tertiary,no,527,yes,no
42,self-employed,married,unknown,no,3741,yes,no
50,technician,married,secondary,no,477,yes,no
47,technician,married,tertiary,no,350,yes,yes
32,blue-collar,single,tertiary,no,637,no,yes
30,services,married,secondary,yes,3224,no,no
50,blue-collar,married,secondary,no,240,yes,no
