contact,day,month,duration,campaign,pdays,previous,poutcome,y_bool
cellular,12,jun,342,1,-1,0,unknown,0
telephone,5,jun,114,2,-1,0,failure,1
telephone,31,apr,66,1,-1,0,unknown,1
cellular,2,mar,349,3,-1,0,failure,1
unknown,7,may,192,2,-1,0,unknown,0
cellular,12,apr,153,1,-1,0,failure,0
unknown,3,may,19,2,-1,0,unknown,0
unknown,6,jul,81,2,-1,0,unknown,0
cellular,5,apr,259,7,-1,0,unknown,1
cellular,2,jun,72,2,-1,0,unknown,0
cellular,13,nov,216,4,-1,0,failure,0
unknown,13,may,349,2,-1,0,unknown,1
cellular,3,may,1582,2,-1,0,failure,0
cellular,19,jul,149,3,-1,0,failure,0
cellular,15,jul,1017,1,-1,0,unknown,1
unknown,17,nov,4,2,-1,1,unknown,0
cellular,9,may,421,5,-1,0,unknown,0
unknown,6,jul,262,1,-1,0,unknown,1
unknown,2,feb,260,1,-1,0,failure,0
unknown,7,nov,561,5,-1,0,unknown,0
unknown,3,jul,264,2,-1,0,failure,1
unknown,1,jun,315,7,-1,0,unknown,0
unknown,7,jan,47,2,-1,0,unknown,0
unknown,10,feb,57,2,-1,0,unknown,0
cellular,14,jun,494,2,-1,0,unknown,1
cellular,20,apr,539,1,-1,0,failure,0
cellular,24,aug,148,2,-1,0,unknown,0
unknown,11,jul,234,3,-1,0,failure,1
cellular,13,jun,65,1,-1,0,unknown,0
cellular,9,jun,328,2,-1,0,unknown,0
cellular,3,jul,156,1,-1,0,unknown,1
cellular,11,jun,68,1,-1,0,failure,0
cellular,17,jul,256,6,-1,0,unknown,0
cellular,18,aug,129,2,-1,0,unknown,1
unknown,5,feb,320,1,-1,0,unknown,0
unknown,12,may,214,2,-1,0,unknown,1
cellular,13,jun,116,1,-1,0,unknown,0
unknown,17,jul,121,2,-1,0,unknown,0
cellular,5,jun,201,5,-1,0,unknown,0
cellular,22,oct,406,1,-1,0,unknown,0
unknown,17,jul,137,3,-1,0,other,0
cellular,11,nov,236,2,-1,0,unknown,0
telephone,15,jul,252,2,-1,0,failure,0
unknown,6,jun,806,2,-1,0,failure,0
cellular,31,jun,168,4,-1,0,unknown,0
cellular,10,jan,274,2,-1,0,unknown,0
unknown,13,aug,67,2,-1,8,unknown,0
cellular,16,may,156,3,-1,0,unknown,1
cellular,14,may,9,3,-1,0,unknown,1
cellular,13,jan,301,2,-1,0,unknown,1
unknown,9,jun,170,2,-1,0,failure,0
unknown,21,jul,71,2,-1,0,unknown,0
cellular,11,apr,195,1,-1,0,unknown,0
cellular,18,nov,67,7,-1,2,other,0
cellular,24,apr,151,2,80,0,failure,0
unknown,10,aug,121,1,-1,0,unknown,1
unknown,9,jul,54,2,-1,0,unknown,0
cellular,29,apr,10,1,-1,0,unknown,0
unknown,5,nov,218,1,-1,0,unknown,1
cellular,3,may,28,4,86,0,unknown,1
cellular,7,jul,156,2,-1,0,unknown,0
cellular,1,aug,146,2,-1,0,other,0
telephone,20,jul,243,1,-1,0,unknown,0
cellular,6,feb,164,2,-1,0,unknown,0
telephone,30,jul,570,3,-1,0,failure,0
telephone,2,jul,82,2,-1,0,other,1
cellular,19,jun,289,2,-1,0,success,0
cellular,11,nov,560,1,-1,0,unknown,0
unknown,5,feb,11,1,-1,0,unknown,0
cellular,10,jun,331,2,-1,0,unknown,1
cellular,4,apr,578,3,-1,0,unknown,0
cellular,2,nov,313,2,-1,0,unknown,0
cellular,2,jul,102,2,-1,0,unknown,0
unknown,7,apr,232,2,-1,0,failure,0
cellular,7,apr,220,1,-1,0,unknown,0
cellular,14,nov,320,2,-1,0,unknown,1
telephone,5,nov,314,2,-1,1,unknown,1
unknown,16,may,144,2,-1,7,failure,0
cellular,1,may,299,3,-1,0,unknown,1
cellular,16,aug,151,2,-1,0,unknown,0
cellular,31,nov,141,2,-1,0,failure,0
cellular,31,apr,44,2,-1,0,unknown,0
cellular,8,jun,319,5,-1,0,unknown,1
unknown,3,jul,121,3,-1,0,unknown,0
cellular,5,aug,378,3,-1,0,unknown,0
cellular,1,nov,67,3,-1,0,unknown,0
cellular,3,jul,59,4,-1,0,unknown,1
cellular,1,apr,28,2,-1,0,unknown,1
unknown,1,jun,566,6,-1,0,unknown,0
telephone,24,apr,185,1,-1,0,failure,0
unknown,7,jun,96,4,-1,0,unknown,0
cellular,9,jul,440,3,-1,0,failure,1
cellular,15,may,38,1,-1,0,unknown,0
cellular,6,jun,498,1,-1,0,unknown,0
unknown,11,jul,136,2,-1,0,unknown,0
cellular,8,aug,226,13,-1,0,unknown,1
cellular,3,jul,23,2,-1,0,unknown,0
cellular,14,jul,229,1,-1,0,failure,1
cellular,1,may,514,1,-1,0,failure,0
unknown,5,jun,58,1,-1,0,failure,0
cellular,21,nov,146,3,-1,0,failure,0
cellular,18,aug,304,2,-1,0,other,0
telephone,1,aug,673,2,-1,0,unknown,0
cellular,8,jul,76,2,-1,0,unknown,0
cellular,6,jul,183,2,-1,0,failure,0
unknown,8,nov,36,2,-1,0,unknown,0
cellular,10,jul,139,1,-1,0,failure,0
cellular,17,aug,36,1,60,0,failure,0
unknown,29,may,118,6,-1,0,unknown,1
unknown,15,jul,131,1,-1,0,unknown,0
unknown,19,jun,1475,1,-1,0,failure,0
cellular,7,jun,95,4,-1,0,unknown,1
cellular,19,jun,400,2,-1,0,failure,0
cellular,9,aug,74,1,-1,0,unknown,1
cellular,16,nov,280,2,-1,0,failure,0
unknown,23,may,253,1,-1,0,unknown,0
cellular,16,aug,88,2,-1,0,unknown,0
cellular,6,oct,167,1,-1,0,unknown,1
cellular,31,apr,28,2,-1,0,unknown,0
cellular,4,jul,315,2,-1,0,unknown,0
unknown,13,may,159,2,-1,0,unknown,0
unknown,1,nov,147,1,-1,0,failure,0
cellular,1,apr,53,2,112,0,unknown,0
cellular,20,apr,181,2,-1,0,failure,0
unknown,11,jun,201,2,-1,0,unknown,1
unknown,18,jun,19,2,-1,0,failure,0
cellular,16,may,66,2,-1,0,unknown,1
telephone,8,aug,380,3,-1,0,unknown,0
unknown,4,nov,215,2,-1,0,unknown,0
unknown,4,may,402,3,-1,0,unknown,0
telephone,3,jun,1342,1,-1,0,unknown,0
unknown,11,aug,92,3,-1,0,failure,0
cellular,6,feb,80,3,-1,0,unknown,0
cellular,1,jul,373,4,-1,0,unknown,0
telephone,2,nov,229,2,-1,0,unknown,0
telephone,13,jul,841,2,-1,0,unknown,0
cellular,1,may,312,2,-1,0,unknown,0
cellular,5,jun,235,2,-1,0,unknown,0
cellular,12,feb,107,1,-1,0,unknown,0
cellular,14,jul,63,2,-1,0,unknown,0
unknown,20,apr,954,2,-1,0,other,0
cellular,3,may,417,2,-1,0,unknown,1
cellular,1,jun,99,2,-1,0,unknown,1
cellular,2,jun,364,1,-1,0,unknown,1
cellular,22,aug,217,2,-1,0,success,0
unknown,7,aug,205,2,-1,0,failure,0
unknown,10,nov,204,2,-1,0,unknown,1
cellular,15,feb,110,1,-1,0,unknown,0
cellular,13,jul,369,1,-1,0,unknown,0
cellular,5,apr,1091,2,82,2,unknown,1
cellular,23,jan,177,2,-1,0,failure,1
cellular,3,jul,120,2,-1,0,unknown,0
telephone,9,apr,82,2,-1,0,unknown,0
cellular,3,may,48,2,-1,0,unknown,0
cellular,8,aug,145,2,-1,0,unknown,0
cellular,18,jan,90,1,-1,0,other,1
unknown,5,jul,145,2,-1,0,unknown,0
unknown,21,jul,233,2,-1,0,unknown,0
cellular,7,jul,360,3,-1,0,unknown,1
cellular,7,nov,294,2,-1,0,unknown,0
cellular,5,jul,121,1,-1,0,unknown,0
cellular,15,jul,145,2,-1,0,failure,0
unknown,7,jun,954,1,-1,0,unknown,0
cellular,24,may,46,2,-1,0,unknown,1
cellular,23,aug,262,2,-1,0,unknown,0
unknown,11,apr,239,2,-1,0,unknown,0
unknown,23,nov,117,2,-1,0,unknown,0
cellular,2,aug,117,3,-1,0,failure,1
unknown,4,apr,638,2,-1,0,unknown,1
unknown,9,jun,191,1,-1,0,unknown,1
cellular,12,may,611,1,-1,0,unknown,0
telephone,11,feb,65,1,-1,0,unknown,0
cellular,13,nov,741,1,-1,0,unknown,0
cellular,24,jul,315,8,-1,0,unknown,1
cellular,3,feb,430,1,11,0,unknown,0
telephone,13,may,199,2,-1,0,unknown,0
cellular,4,may,386,1,-1,0,unknown,0
cellular,4,jun,299,2,-1,0,other,1
cellular,8,apr,102,2,-1,0,failure,0
cellular,7,apr,189,2,-1,0,success,0
telephone,6,jul,401,1,-1,0,unknown,0
unknown,14,jul,705,2,-1,0,unknown,1
cellular,12,jun,462,1,-1,0,unknown,0
telephone,5,jul,53,2,-1,0,success,0
telephone,17,nov,28,1,-1,0,unknown,1
unknown,6,may,233,4,-1,0,unknown,0
cellular,17,may,422,2,-1,0,unknown,1
unknown,8,dec,104,1,-1,0,unknown,1
cellular,10,jan,200,1,-1,0,failure,0
cellular,23,jun,102,1,-1,0,unknown,1
unknown,9,jul,8,1,-1,0,unknown,1
unknown,4,aug,202,2,-1,0,unknown,1
unknown,14,jun,47,2,-1,0,failure,0
telephone,22,jul,41,3,-1,0,unknown,1
unknown,4,apr,173,1,-1,0,unknown,1
cellular,1,jun,222,4,231,0,unknown,0
cellular,5,aug,369,2,-1,0,unknown,0
cellular,5,nov,379,2,-1,0,unknown,0
telephone,23,jul,150,1,-1,0,unknown,1
unknown,1,may,335,2,-1,0,unknown,0
cellular,18,jan,213,2,-1,0,unknown,0
cellular,11,jul,261,3,-1,0,unknown,1
cellular,14,jul,1506,2,-1,0,failure,1
cellular,12,may,343,3,-1,0,unknown,0
cellular,19,may,1029,2,-1,0,failure,0
cellular,10,apr,260,2,-1,0,unknown,0
cellular,28,may,91,1,-1,1,unknown,0
cellular,20,may,251,3,-1,0,unknown,0
unknown,2,nov,36,4,-1,0,failure,0
cellular,10,jun,225,7,-1,0,unknown,0
unknown,3,jul,400,3,-1,0,unknown,0
unknown,4,oct,172,1,-1,0,failure,1
cellular,12,dec,87,3,-1,0,unknown,0
cellular,13,jul,60,2,-1,0,unknown,0
cellular,7,aug,217,1,-1,0,unknown,0
cellular,16,apr,88,1,-1,0,unknown,0
cellular,15,feb,371,2,52,0,unknown,1
cellular,13,aug,262,1,-1,4,unknown,0
cellular,16,nov,88,3,-1,0,unknown,1
telephone,15,jul,180,2,-1,0,failure,1
unknown,5,jul,21,17,-1,0,unknown,0
unknown,15,jul,420,1,-1,0,unknown,0
unknown,17,nov,67,2,-1,0,failure,0
cellular,24,jul,297,2,-1,0,failure,0
cellular,15,feb,334,2,-1,1,success,1
cellular,6,aug,68,1,-1,0,unknown,0
cellular,31,jul,333,2,-1,0,unknown,1
cellular,10,jun,1035,2,43,0,unknown,0
unknown,4,jan,474,1,-1,0,unknown,0
cellular,16,aug,232,2,47,0,unknown,0
cellular,18,jul,718,1,-1,0,unknown,0
unknown,15,jul,250,1,-1,0,other,0
cellular,3,nov,255,2,-1,0,unknown,0
cellular,17,jul,21,1,-1,0,failure,0
cellular,4,apr,294,1,-1,0,failure,1
cellular,5,may,584,1,-1,0,unknown,1
telephone,17,feb,52,3,-1,0,unknown,0
unknown,18,aug,23,4,49,0,unknown,0
unknown,16,jul,151,1,-1,0,unknown,0
unknown,14,jul,54,2,-1,0,success,0
unknown,10,jul,77,1,-1,0,unknown,1
cellular,11,may,51,2,308,0,unknown,1
cellular,20,jun,84,2,-1,0,failure,0
cellular,12,may,138,3,-1,0,failure,1
cellular,14,aug,365,2,-1,0,unknown,0
cellular,8,may,309,1,-1,0,failure,0
cellular,3,nov,165,2,-1,0,failure,1
cellular,11,jul,109,3,-1,0,success,0
cellular,8,aug,210,3,-1,0,other,0
telephone,7,feb,1109,3,-1,0,unknown,0
cellular,11,may,35,1,-1,0,success,0
unknown,10,nov,86,2,264,0,unknown,0
telephone,22,jul,127,2,-1,0,unknown,1
cellular,17,jun,260,2,-1,0,unknown,1
unknown,20,jul,118,2,-1,6,unknown,0
cellular,18,apr,106,2,-1,0,unknown,0
cellular,16,feb,91,2,-1,0,unknown,1
unknown,9,may,295,1,-1,0,unknown,0
cellular,2,apr,305,1,-1,0,unknown,1
unknown,6,oct,281,4,-1,0,unknown,0
cellular,9,aug,34,2,-1,0,unknown,0
cellular,13,jun,186,3,-1,0,unknown,1
cellular,18,may,8,1,-1,0,unknown,0
cellular,5,nov,288,2,-1,2,unknown,0
cellular,11,nov,431,2,-1,0,failure,0
cellular,14,jun,456,1,-1,0,unknown,0
telephone,4,nov,190,1,-1,0,unknown,0
unknown,19,jul,329,1,27,0,failure,0
cellular,25,jul,145,1,-1,0,unknown,1
cellular,7,jul,125,2,-1,0,failure,0
unknown,10,jun,12,1,-1,0,unknown,0
cellular,20,nov,710,1,-1,0,unknown,0
unknown,3,may,103,2,-1,0,unknown,0
cellular,14,apr,158,1,-1,0,unknown,0
telephone,11,jul,1270,19,-1,0,failure,0
cellular,3,jun,144,2,-1,0,unknown,0
cellular,17,may,106,2,-1,0,other,0
cellular,14,may,265,1,-1,0,unknown,1
cellular,6,oct,7,2,-1,0,unknown,0
cellular,6,jul,588,3,-1,0,unknown,0
telephone,11,jul,15,2,48,0,unknown,1
cellular,5,may,274,2,-1,0,failure,0
unknown,6,apr,280,2,-1,0,unknown,0
cellular,3,apr,58,2,-1,0,unknown,0
cellular,10,aug,273,1,-1,0,failure,0
cellular,7,aug,237,1,-1,0,failure,1
unknown,22,jul,241,2,66,0,unknown,1
telephone,24,apr,267,2,-1,0,unknown,0
cellular,5,nov,921,1,-1,0,other,1
cellular,8,jul,227,1,16,0,failure,0
cellular,4,jul,248,2,-1,0,unknown,0
cellular,16,jan,167,1,-1,0,unknown,0
unknown,31,jul,332,1,-1,0,unknown,1
cellular,8,nov,203,1,-1,0,unknown,0
cellular,8,jul,335,1,-1,0,unknown,0
unknown,7,may,66,2,-1,0,other,1
cellular,1,aug,91,2,-1,0,unknown,0
cellular,12,nov,68,3,-1,0,failure,0
cellular,4,feb,204,2,-1,0,unknown,0
unknown,12,may,191,2,-1,0,unknown,1
telephone,2,may,964,1,-1,0,unknown,0
cellular,17,jul,116,2,-1,0,unknown,0
telephone,2,jul,27,2,-1,0,unknown,0
cellular,1,jul,49,1,-1,0,unknown,0
cellular,6,apr,150,3,-1,0,failure,1
cellular,22,apr,379,1,-1,0,unknown,1
cellular,5,may,1311,1,-1,0,failure,1
unknown,19,apr,107,4,-1,0,unknown,0
cellular,2,nov,263,1,-1,0,failure,0
cellular,3,apr,211,1,-1,0,failure,0
cellular,31,aug,7,2,-1,0,failure,0
unknown,5,may,161,1,-1,0,unknown,1
cellular,24,jul,368,1,-1,0,unknown,0
unknown,15,jun,266,1,46,0,unknown,0
unknown,8,jun,382,3,-1,0,unknown,0
cellular,18,apr,45,1,-1,0,unknown,0
unknown,3,nov,23,2,-1,0,unknown,0
cellular,1,nov,154,3,-1,0,unknown,1
cellular,3,jul,968,1,-1,0,unknown,0
cellular,14,nov,32,2,-1,0,unknown,1
cellular,18,apr,273,1,16,0,unknown,0
cellular,22,jul,1461,2,-1,0,unknown,0
cellular,5,aug,1218,2,-1,0,unknown,1
unknown,1,jun,104,2,150,0,unknown,0
cellular,14,nov,351,2,-1,0,failure,1
unknown,8,jan,328,1,-1,0,failure,0
cellular,12,nov,336,1,-1,0,failure,1
cellular,7,jul,146,1,80,0,unknown,1
cellular,12,apr,36,2,-1,1,failure,0
cellular,6,may,340,4,-1,0,unknown,0
cellular,1,feb,204,1,-1,0,failure,1
unknown,2,feb,8,2,-1,0,unknown,0
cellular,3,jul,129,1,-1,0,unknown,0
cellular,18,jul,249,1,-1,0,unknown,0
cellular,3,jun,104,2,-1,0,unknown,0
cellular,20,jun,469,2,-1,0,unknown,0
cellular,18,may,187,2,-1,0,unknown,0
cellular,11,jul,380,3,-1,0,unknown,0
cellular,16,nov,120,5,-1,0,unknown,0
telephone,18,jul,190,2,-1,0,unknown,0
cellular,5,aug,571,3,-1,0,unknown,0
cellular,11,may,9,2,-1,0,unknown,0
cellular,2,jun,847,1,-1,0,unknown,0
cellular,17,may,383,4,-1,0,unknown,1
cellular,13,jul,124,1,-1,0,unknown,0
unknown,8,jul,142,1,-1,0,unknown,0
cellular,6,aug,6,1,-1,0,unknown,0
telephone,14,jul,65,2,-1,0,unknown,0
cellular,14,apr,216,2,-1,0,unknown,1
cellular,3,aug,524,2,-1,0,unknown,1
telephone,17,nov,66,2,-1,0,unknown,0
cellular,13,may,72,1,-1,4,unknown,1
cellular,2,may,140,2,-1,0,unknown,0
unknown,4,jun,339,2,-1,0,unknown,1
unknown,8,may,215,1,-1,0,failure,1
unknown,16,feb,603,7,-1,0,unknown,0
unknown,6,jul,107,2,-1,0,unknown,1
cellular,28,jun,284,1,-1,0,unknown,0
cellular,5,aug,12,2,-1,0,failure,0
unknown,3,aug,262,9,22,5,failure,0
telephone,19,jul,246,2,-1,0,unknown,0
cellular,14,jul,188,1,-1,0,unknown,0
cellular,1,jul,362,1,-1,0,unknown,0
unknown,14,jul,127,1,-1,0,failure,1
cellular,3,jun,487,2,-1,0,failure,0
cellular,12,jul,421,3,-1,0,unknown,0
cellular,23,nov,5,3,-1,0,unknown,0
unknown,7,jul,112,1,-1,0,unknown,0
cellular,16,jul,182,1,148,0,unknown,0
cellular,14,jun,132,2,-1,0,unknown,0
cellular,4,nov,991,2,-1,0,failure,1
unknown,31,nov,117,3,133,0,unknown,1
unknown,6,dec,305,7,-1,0,unknown,0
unknown,15,nov,707,3,-1,0,unknown,0
unknown,13,apr,198,3,-1,0,unknown,1
unknown,2,jul,335,2,-1,0,unknown,0
unknown,13,jul,235,1,241,0,unknown,0
cellular,13,jun,60,1,-1,0,unknown,0
cellular,8,may,209,2,-1,0,unknown,0
unknown,24,jul,134,1,-1,0,unknown,0
cellular,3,apr,208,1,-1,0,unknown,0
cellular,3,apr,40,1,-1,0,other,0
cellular,8,aug,555,2,-1,0,failure,1
cellular,1,jun,60,2,-1,0,failure,0
unknown,13,jan,590,1,-1,0,unknown,0
cellular,10,may,191,3,-1,0,unknown,0
unknown,1,jul,360,3,36,1,unknown,0
cellular,5,nov,701,2,-1,0,unknown,0
unknown,7,jun,287,2,-1,0,unknown,0
cellular,6,jun,13,2,-1,0,unknown,1
cellular,1,apr,182,5,-1,0,unknown,0
cellular,15,may,463,1,23,0,other,0
unknown,2,jul,57,1,-1,0,failure,0
cellular,4,may,216,2,-1,0,unknown,0
unknown,7,may,38,2,-1,0,unknown,1
cellular,22,nov,77,3,62,0,unknown,1
cellular,4,may,17,1,-1,0,unknown,0
unknown,14,jul,171,1,-1,0,failure,0
cellular,1,nov,339,1,79,0,unknown,1
cellular,8,nov,316,2,-1,0,unknown,0
telephone,31,nov,6,6,-1,0,unknown,0
unknown,17,oct,266,1,-1,0,other,0
cellular,3,nov,59,2,-1,0,failure,0
unknown,5,oct,179,2,-1,0,unknown,0
cellular,3,jul,379,2,-1,0,failure,1
unknown,14,aug,164,2,-1,0,unknown,0
cellular,19,may,731,2,-1,0,unknown,0
telephone,18,jul,267,2,-1,0,unknown,0
telephone,1,apr,39,4,-1,0,unknown,0
cellular,11,jan,61,2,-1,0,unknown,0
unknown,3,aug,183,2,-1,0,unknown,0
cellular,12,jul,93,1,-1,0,unknown,1
cellular,22,jul,74,3,-1,0,unknown,0
cellular,6,jul,435,3,-1,0,unknown,0
cellular,1,sep,624,2,-1,0,unknown,0
telephone,10,feb,132,2,-1,0,unknown,0
cellular,4,jul,98,1,-1,0,unknown,1
cellular,20,feb,396,1,-1,0,unknown,0
cellular,9,nov,250,1,-1,0,unknown,0
unknown,2,may,456,2,-1,0,unknown,0
unknown,14,aug,712,3,-1,0,failure,0
unknown,2,apr,58,1,-1,0,unknown,0
cellular,1,oct,375,2,-1,0,unknown,0
cellular,14,apr,127,1,-1,0,unknown,0
unknown,2,aug,168,1,-1,0,unknown,0
cellular,4,nov,632,1,-1,0,unknown,0
cellular,16,jul,122,2,-1,1,unknown,0
unknown,27,may,259,1,-1,0,unknown,1
cellular,8,nov,119,2,-1,0,unknown,0
cellular,5,nov,141,2,51,0,failure,0
unknown,4,apr,166,2,-1,0,failure,0
unknown,13,jun,211,1,-1,0,other,0
unknown,17,jul,29,3,-1,0,unknown,1
cellular,15,may,116,2,-1,0,failure,0
unknown,3,aug,249,2,-1,0,unknown,0
cellular,9,aug,324,2,-1,0,unknown,0
unknown,2,nov,24,1,-1,0,unknown,0
cellular,11,jun,126,2,-1,0,unknown,1
unknown,15,may,1105,2,-1,0,unknown,0
cellular,9,jun,149,1,-1,0,unknown,0
cellular,3,may,469,2,-1,0,unknown,0
cellular,4,jul,173,1,-1,0,unknown,0
telephone,21,jul,26,1,-1,0,unknown,0
unknown,8,jan,83,1,-1,0,unknown,1
cellular,31,jun,140,1,-1,0,unknown,0
unknown,3,jun,275,2,-1,0,unknown,0
cellular,18,feb,339,2,-1,0,unknown,0
cellular,15,may,215,2,-1,0,unknown,0
cellular,15,may,199,1,-1,0,unknown,0
cellular,13,jul,55,2,-1,0,success,0
telephone,1,apr,546,2,-1,0,unknown,0
cellular,26,jun,446,1,-1,1,unknown,0
telephone,1,nov,90,2,-1,0,unknown,0
cellular,13,aug,152,2,-1,0,unknown,1
unknown,16,nov,128,1,36,0,unknown,0
unknown,8,jul,75,1,-1,0,unknown,0
telephone,11,may,96,1,-1,0,unknown,0
unknown,10,feb,140,1,-1,0,unknown,0
telephone,15,may,224,1,-1,0,unknown,0
cellular,13,jul,1124,1,-1,0,unknown,0
cellular,19,jul,44,1,-1,0,unknown,0
cellular,9,jul,358,1,-1,0,unknown,0
cellular,3,nov,92,1,-1,0,failure,0
cellular,7,apr,133,2,-1,0,failure,1
unknown,28,jun,540,1,-1,0,failure,0
unknown,3,apr,592,3,-1,0,failure,0
unknown,4,may,185,4,-1,0,unknown,0
cellular,8,jun,529,2,-1,0,unknown,0
cellular,4,may,724,3,-1,0,unknown,0
unknown,17,apr,65,2,-1,0,unknown,0
unknown,4,may,240,2,-1,0,unknown,1
unknown,7,apr,13,1,-1,0,failure,0
cellular,28,jun,395,1,-1,0,unknown,1
cellular,9,jun,74,2,-1,0,unknown,0
cellular,11,jun,414,2,-1,0,unknown,0
cellular,24,nov,31,10,-1,0,unknown,0
cellular,3,jul,305,1,-1,0,unknown,0
cellular,12,apr,148,2,-1,0,unknown,1
cellular,3,jul,126,2,-1,0,unknown,0
cellular,8,jun,98,2,-1,1,unknown,1
unknown,20,jun,65,1,-1,0,unknown,0
unknown,3,sep,81,2,-1,0,unknown,0
cellular,9,aug,528,5,-1,0,unknown,0
cellular,17,aug,12,2,-1,0,failure,1
cellular,16,jun,149,1,-1,0,unknown,0
unknown,8,may,142,1,-1,0,failure,1
cellular,4,apr,382,1,-1,0,unknown,1
cellular,3,apr,199,2,-1,0,unknown,1
cellular,9,jul,1680,12,-1,0,unknown,0
cellular,3,jul,65,2,-1,0,unknown,1
cellular,20,aug,49,2,-1,0,unknown,0
unknown,12,mar,121,1,-1,0,unknown,0
cellular,5,may,37,1,-1,0,unknown,1
unknown,4,jul,79,2,-1,0,success,0
cellular,7,nov,288,1,-1,0,unknown,0
unknown,12,jul,137,1,-1,0,unknown,1
cellular,3,jun,68,6,-1,0,failure,0
cellular,3,nov,64,3,-1,0,unknown,0
cellular,21,may,236,1,-1,0,failure,0
cellular,8,may,203,2,-1,1,unknown,0
cellular,15,jul,929,1,-1,0,failure,0
unknown,13,aug,190,2,-1,0,unknown,0
cellular,5,jun,259,1,-1,0,failure,0
unknown,15,nov,67,2,-1,0,failure,0
unknown,6,jul,977,1,-1,7,unknown,0
cellular,13,aug,73,1,-1,0,unknown,0
cellular,15,nov,62,1,-1,0,unknown,0
unknown,4,aug,548,1,-1,0,unknown,1
cellular,9,may,355,1,-1,0,unknown,1
cellular,19,feb,293,1,-1,0,unknown,1
unknown,20,jul,133,1,-1,0,unknown,0
cellular,7,may,232,2,-1,0,unknown,0
unknown,16,nov,61,2,-1,0,unknown,1
cellular,13,jun,437,2,58,0,unknown,0
cellular,4,nov,105,3,-1,0,unknown,0
unknown,15,jun,238,1,-1,0,unknown,0
unknown,5,apr,259,7,-1,0,unknown,0
cellular,1,jan,135,1,-1,0,unknown,1
unknown,7,may,145,1,-1,0,failure,0
cellular,7,feb,1263,1,-1,0,other,0
telephone,2,jun,164,2,-1,0,unknown,0
unknown,6,may,349,3,-1,0,failure,0
cellular,17,jun,36,1,166,0,other,0
cellular,18,feb,8,2,-1,0,unknown,0
telephone,7,jul,71,2,-1,0,unknown,1
cellular,3,may,348,1,-1,0,unknown,0
cellular,15,aug,77,4,-1,0,failure,1
cellular,2,aug,159,2,-1,0,unknown,0
telephone,15,jan,286,2,-1,0,failure,0
cellular,10,apr,19,2,-1,0,unknown,0
cellular,6,jul,90,2,-1,0,unknown,0
unknown,4,jul,600,1,-1,0,unknown,0
telephone,12,jul,112,2,-1,0,unknown,0
cellular,2,apr,58,2,-1,0,unknown,0
cellular,11,jul,156,1,-1,0,unknown,1
cellular,9,aug,201,2,-1,0,success,0
telephone,6,jun,220,1,-1,0,unknown,0
cellular,9,jun,192,2,-1,0,unknown,0
unknown,26,jun,192,3,-1,1,unknown,0
unknown,24,jun,109,2,-1,0,unknown,1
cellular,3,jun,27,2,-1,0,unknown,0
unknown,11,jun,56,3,-1,0,unknown,1
cellular,31,aug,296,1,-1,0,unknown,0
cellular,6,feb,80,2,-1,0,other,0
cellular,8,jul,159,6,-1,0,unknown,0
unknown,13,apr,76,3,-1,0,unknown,1
unknown,19,nov,694,10,-1,0,unknown,1
cellular,10,nov,112,5,-1,0,unknown,0
unknown,4,jul,224,1,-1,0,unknown,1
unknown,11,jul,927,1,-1,1,unknown,0
cellular,6,nov,2213,1,-1,0,failure,0
cellular,16,nov,109,2,-1,0,failure,0
telephone,6,feb,174,2,-1,0,unknown,0
cellular,15,jul,186,1,-1,0,unknown,0
cellular,4,may,209,1,-1,0,unknown,0
cellular,14,jul,377,1,-1,0,other,0
cellular,6,may,28,1,-1,0,failure,1
cellular,10,jun,109,2,-1,0,failure,0
unknown,12,jun,71,2,-1,0,unknown,0
cellular,3,jul,104,1,-1,0,unknown,1
telephone,13,mar,150,1,24,0,unknown,0
cellular,5,oct,105,3,-1,0,other,1
cellular,3,nov,60,2,-1,0,failure,0
cellular,5,may,179,2,-1,0,unknown,0
cellular,9,may,704,2,-1,0,failure,0
cellular,9,may,44,2,-1,0,unknown,1
cellular,8,jun,38,6,-1,0,unknown,0
cellular,16,nov,129,1,-1,0,unknown,0
cellular,4,may,233,2,-1,0,unknown,1
cellular,1,jul,142,2,-1,0,failure,0
cellular,7,apr,243,2,-1,0,unknown,0
cellular,9,may,638,2,-1,0,failure,0
cellular,9,nov,230,2,-1,0,unknown,1
cellular,1,apr,87,2,-1,0,unknown,1
cellular,9,may,122,3,-1,0,unknown,0
unknown,4,apr,47,2,-1,0,unknown,0
telephone,16,jul,120,2,-1,0,unknown,0
cellular,16,nov,309,3,-1,0,unknown,1
unknown,7,nov,239,1,-1,0,unknown,1
cellular,13,jul,75,2,-1,0,unknown,0
cellular,16,may,920,1,-1,0,failure,0
unknown,16,aug,528,2,-1,0,unknown,0
unknown,3,jan,143,2,-1,0,unknown,1
unknown,8,jul,163,2,-1,0,success,0
cellular,19,nov,40,2,-1,0,unknown,0
unknown,4,jul,404,1,-1,0,unknown,0
cellular,3,apr,72,2,-1,0,failure,1
cellular,14,jul,199,1,-1,0,unknown,1
cellular,9,jul,54,1,-1,0,unknown,0
telephone,7,nov,219,2,-1,0,failure,0
cellular,6,jul,118,2,-1,0,failure,0
unknown,6,oct,333,1,207,0,failure,0
cellular,9,feb,195,2,-1,0,failure,0
cellular,3,jul,322,2,-1,0,failure,0
